email,Year,Company,Code of Ethics,Whistleblower Policy,Cyber Security Policy,Conflict of Interest Policy,Regulatory Policy,Certifications of Industry Standards,% Trained on Cyber Security,Describe Sustainability Progam,% Trained on Sustainability,% Locations ISO Certified,How many sites need environmental remediation,Maternity/Paternity Leave Offered,Education Benefits Offered,% Company Emplyoyee Owned,How many employees in a Union,Do you provide volunteer opportunities,How many total hours volunteered,Do you provide donation matching,Dollar amount of matching donation,Did the company make any donations,Dollar amount of company donations,Directors on Board,Women Directors,POC Directors,Independent Directors,Audi Committee Active,Compensation Committee Active,ESG Committee Active,Number of Leaders at VP Level or above,Number of Women leaders,Number of POC leaders,Number of Latinx leaders,Health Insurance Offered,Paid Sick Leave Offered,Retirement Savings Offered
mdionsetto2v@google.com.br,08/27/2022,CCME,No,No,No,Yes,Yes,No,0.2363,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",0.1811,0.2769,1,Yes,Yes,0.4172,53,Yes,1634,No,33230,No,55448,9,0,7,9,No,Yes,Yes,4,17,20,6,No,Yes,No
zhinchon2w@so-net.ne.jp,08/21/2021,CCME,Yes,No,Yes,No,Yes,No,0.6107,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",0.8183,0.1165,2,No,Yes,0.0746,12,No,5627,No,81018,No,61652,4,0,7,8,Yes,Yes,Yes,7,12,1,16,Yes,Yes,No
abesantie2x@sun.com,08/03/2020,CCME,No,No,No,No,No,No,0.3036,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,0.5228,0.315,0,No,Yes,0.4082,60,No,660,Yes,18937,No,6480,2,2,7,12,Yes,Yes,No,20,5,10,10,No,Yes,No
shutchison2y@lycos.com,04/21/2021,BCME,Yes,Yes,No,Yes,No,No,0.755,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0.7259,0.9846,2,No,No,0.6136,60,No,4496,Yes,57565,Yes,33398,4,1,12,6,No,No,Yes,5,12,20,0,Yes,No,No
wparsall2z@mediafire.com,01/14/2021,CCME,Yes,Yes,Yes,No,Yes,No,0.2837,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",0.9396,0.185,0,No,No,0.1094,28,Yes,3211,No,45104,Yes,17640,4,5,9,10,No,No,No,4,19,13,20,No,No,No
rjanecek30@github.io,11/06/2022,ACME,No,No,Yes,Yes,Yes,Yes,0.9864,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.5743,0.096,5,No,No,0.9808,67,No,9230,No,7725,No,71861,4,10,1,8,No,No,No,0,0,15,20,Yes,No,No
bmccrow31@mapquest.com,02/07/2022,CCME,No,No,No,Yes,Yes,Yes,0.1949,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,0.2945,0.3066,3,No,No,0.572,8,No,6850,Yes,685,Yes,98108,3,8,1,8,Yes,No,No,6,8,11,20,Yes,No,No
ngiovannazzi32@oakley.com,08/04/2020,BCME,Yes,No,No,Yes,No,Yes,0.2706,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",0.2388,0.8699,3,No,Yes,0.2587,44,Yes,8657,No,88330,Yes,91951,1,11,8,7,Yes,Yes,No,19,17,10,2,Yes,No,No
sdillow33@digg.com,09/10/2020,ACME,No,Yes,No,Yes,No,Yes,0.0655,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0.7989,0.4274,1,Yes,No,0.1852,20,No,1484,Yes,93785,Yes,53709,9,7,4,0,No,No,Yes,15,0,14,14,Yes,Yes,Yes
kbortoli34@abc.net.au,02/13/2021,CCME,Yes,No,No,Yes,No,No,0.106,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0.3284,0.6805,3,No,No,0.1994,36,Yes,9208,Yes,11859,No,86212,9,2,11,10,No,No,No,15,8,3,12,Yes,Yes,No
alenox35@yandex.ru,05/13/2021,ACME,No,Yes,No,No,Yes,Yes,0.8433,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0.5393,0.3207,2,No,No,0.6013,20,Yes,4913,Yes,1171,Yes,63059,3,9,3,7,No,No,Yes,10,6,0,10,No,No,Yes
wramsdell36@blogspot.com,08/13/2021,ACME,Yes,Yes,No,Yes,Yes,Yes,0.7714,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.995,0.2326,5,No,No,0.9125,45,No,7994,Yes,7291,Yes,11125,8,8,6,6,No,Yes,No,13,7,16,15,No,Yes,No
tdifrancecshi37@webmd.com,12/26/2020,BCME,No,Yes,Yes,Yes,Yes,Yes,0.2972,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",0.104,0.484,0,No,Yes,0.5601,34,Yes,7934,Yes,47860,Yes,44674,11,11,11,4,Yes,Yes,Yes,18,6,15,2,Yes,Yes,No
mheminsley38@pagesperso-orange.fr,09/09/2022,CCME,Yes,No,Yes,Yes,Yes,No,0.5085,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.4947,0.5663,3,Yes,No,0.0742,74,No,6598,No,18636,Yes,71796,8,10,9,12,Yes,No,Yes,20,3,12,19,No,No,Yes
cskeel39@parallels.com,08/01/2020,ACME,Yes,Yes,No,Yes,No,No,0.0061,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.3373,0.9591,2,Yes,Yes,0.955,99,Yes,3681,Yes,70859,No,97686,5,3,2,10,No,No,No,17,5,6,2,Yes,No,No
iledward3a@webeden.co.uk,01/19/2022,BCME,No,No,Yes,Yes,Yes,No,0.2545,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",0.9058,0.1696,3,Yes,No,0.5501,16,Yes,2237,No,94856,Yes,6551,0,12,5,12,No,No,No,3,20,17,5,No,Yes,Yes
pskeech3b@amazon.co.jp,11/03/2020,CCME,Yes,No,No,Yes,No,Yes,0.4417,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0.0494,0.2872,5,Yes,Yes,0.3666,47,No,7078,Yes,44161,Yes,69376,9,10,1,0,Yes,Yes,No,18,19,10,11,No,No,No
gyakunchikov3c@google.ca,02/09/2020,ACME,No,No,No,Yes,Yes,No,0.3722,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0.9547,0.7752,3,No,Yes,0.6169,84,No,8379,Yes,31144,Yes,43637,0,6,8,6,Yes,Yes,No,9,14,10,2,No,No,No
lschroter3d@t.co,11/17/2020,CCME,No,No,No,No,No,Yes,0.7838,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",0.8515,0.2226,5,No,No,0.539,90,No,2741,Yes,80785,No,32430,11,5,8,0,No,Yes,Yes,20,12,9,18,No,Yes,No
lbarber3e@chronoengine.com,05/29/2020,BCME,Yes,Yes,No,No,No,No,0.5743,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.9781,0.3801,3,Yes,Yes,0.3823,39,No,1868,No,12259,No,84738,9,7,7,2,Yes,Yes,No,4,13,0,1,No,Yes,No
cheynen3f@dmoz.org,03/29/2021,CCME,Yes,Yes,Yes,Yes,Yes,Yes,0.6564,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,0.6186,0.6503,3,Yes,Yes,0.1605,82,No,1829,No,67402,Yes,74235,5,5,2,1,Yes,Yes,No,5,15,5,15,Yes,No,No
aroyston3g@scientificamerican.com,03/10/2021,CCME,No,Yes,Yes,Yes,Yes,Yes,0.8116,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.4385,0.2434,4,No,No,0.4343,89,Yes,8382,Yes,85443,Yes,56754,7,1,12,4,No,No,No,0,1,8,19,No,No,Yes
ghairs3h@eepurl.com,10/02/2020,ACME,No,No,No,No,Yes,Yes,0.7759,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0.1058,0.2776,1,No,No,0.7667,90,Yes,7424,Yes,69139,Yes,22719,0,8,3,10,No,No,No,5,18,15,18,Yes,No,No
cbungey3i@smh.com.au,08/24/2020,CCME,Yes,Yes,Yes,Yes,Yes,Yes,0.6548,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.3356,0.915,3,Yes,Yes,0.119,74,No,6279,Yes,37201,No,2366,6,6,3,7,Yes,Yes,Yes,13,10,8,18,Yes,No,Yes
samphlett3j@earthlink.net,11/25/2021,BCME,Yes,Yes,No,No,Yes,No,0.1121,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",0.7869,0.7324,3,No,Yes,0.8611,79,Yes,1292,No,35095,Yes,5585,6,2,11,2,Yes,No,Yes,0,12,20,7,Yes,Yes,No
fslaughter3k@whitehouse.gov,08/09/2020,CCME,No,Yes,Yes,No,Yes,Yes,0.4042,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0.9452,0.334,4,No,Yes,0.8463,91,No,8104,Yes,44385,Yes,72774,4,0,2,3,No,Yes,No,18,3,3,4,No,No,Yes
vblackwell3l@statcounter.com,06/14/2021,ACME,Yes,No,Yes,No,Yes,No,0.5054,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",0.4043,0.8443,5,Yes,No,0.7611,0,No,2711,No,55159,No,5938,11,12,4,4,Yes,No,No,18,16,4,16,No,Yes,No
bstirman3m@indiegogo.com,07/10/2021,CCME,No,No,Yes,No,Yes,No,0.3999,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0.4125,0.7161,4,Yes,No,0.6538,90,No,6736,No,36083,No,43138,5,9,11,6,Yes,No,No,14,16,3,20,Yes,Yes,No
jmacilraith3n@kickstarter.com,09/28/2022,CCME,No,Yes,Yes,No,Yes,No,0.9966,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",0.5166,0.7625,3,No,No,0.3694,95,No,5467,Yes,37556,No,80193,11,8,7,6,Yes,No,Yes,5,2,18,20,No,Yes,Yes
kmacgeffen3o@smugmug.com,04/11/2020,BCME,No,Yes,Yes,Yes,Yes,No,0.6657,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",0.741,0.2285,5,Yes,No,0.5349,56,Yes,2275,Yes,87892,No,89139,6,12,10,3,Yes,No,No,14,11,14,20,Yes,Yes,No
lbrittle3p@chicagotribune.com,05/04/2021,BCME,Yes,No,No,Yes,Yes,No,0.359,Sed ante. Vivamus tortor. Duis mattis egestas metus.,0.0696,0.116,2,No,No,0.361,79,No,5730,Yes,90717,Yes,37911,8,10,11,3,No,Yes,Yes,10,12,13,0,No,No,No
pchater3q@google.com.au,09/04/2021,ACME,No,Yes,Yes,Yes,No,No,0.6998,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0.0858,0.6773,2,Yes,No,0.6217,76,No,5624,No,39681,Yes,60463,6,6,5,0,Yes,No,Yes,11,11,12,12,No,No,No
gcarslake3r@globo.com,05/07/2021,ACME,No,No,No,No,No,No,0.2191,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",0.0571,0.4204,0,No,No,0.5548,39,No,7078,No,99105,Yes,70439,0,12,7,2,Yes,No,Yes,2,13,20,0,No,Yes,Yes
silyenko3s@wordpress.org,08/06/2021,BCME,No,No,Yes,Yes,No,No,0.9126,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",0.7441,0.2734,4,No,Yes,0.8977,98,No,9233,No,11276,Yes,73049,4,10,7,9,Yes,Yes,No,9,4,2,15,No,No,No
bjoynson3t@myspace.com,10/28/2022,ACME,No,Yes,No,No,No,No,0.729,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0.3194,0.0141,1,No,No,0.4584,86,Yes,4440,Yes,24321,No,70742,11,5,3,0,No,Yes,No,3,4,6,3,No,No,Yes
ahacking3u@addtoany.com,05/11/2020,ACME,Yes,No,Yes,Yes,Yes,No,0.9483,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0.1517,0.8566,0,Yes,No,0.7842,3,No,3576,No,73039,Yes,22072,10,7,4,1,Yes,Yes,Yes,15,19,7,4,Yes,No,Yes
iboothroyd3v@4shared.com,11/17/2021,BCME,Yes,No,No,No,Yes,No,0.5792,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,0.3414,0.4122,1,No,No,0.2548,87,No,666,Yes,19086,Yes,58144,12,2,6,4,Yes,Yes,Yes,18,12,5,0,Yes,Yes,Yes
thawkswell3w@paginegialle.it,03/11/2020,BCME,Yes,No,No,No,No,No,0.794,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,0.3701,0.4015,2,Yes,No,0.299,6,Yes,2469,Yes,59360,No,55843,7,2,3,3,Yes,Yes,Yes,7,11,2,15,Yes,Yes,No
jkliemke3x@friendfeed.com,08/23/2022,ACME,No,Yes,Yes,Yes,Yes,No,0.2054,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",0.4172,0.5521,1,Yes,No,0.3591,98,No,8075,No,57913,No,53485,7,12,10,10,No,Yes,No,5,3,10,16,Yes,Yes,Yes
mpimlett3y@nih.gov,01/23/2022,CCME,Yes,No,No,No,No,Yes,0.0631,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0.2221,0.3964,3,No,No,0.9038,92,Yes,9088,Yes,9329,No,65531,3,7,8,11,No,Yes,No,6,7,14,6,No,No,Yes
dchaves3z@reuters.com,08/15/2021,BCME,Yes,Yes,Yes,No,No,No,0.2424,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0.2834,0.9921,0,Yes,Yes,0.5419,95,No,8290,Yes,47071,Yes,26125,3,5,2,4,Yes,No,Yes,14,7,20,13,No,No,Yes
yivatt40@soup.io,11/12/2020,BCME,No,No,Yes,Yes,Yes,Yes,0.6754,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0.6608,0.5106,2,No,No,0.2529,25,Yes,6675,Yes,59115,No,92858,0,4,10,9,Yes,No,Yes,15,6,15,6,Yes,Yes,No
mleipnik41@latimes.com,12/15/2020,CCME,Yes,No,No,No,No,Yes,0.0339,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",0.5771,0.5099,4,No,Yes,0.3265,6,Yes,82,No,95575,No,60932,1,11,0,12,Yes,Yes,Yes,9,19,0,14,Yes,No,Yes
hogiany42@instagram.com,03/10/2021,ACME,No,No,Yes,Yes,No,Yes,0.8421,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,0.3681,0.2661,4,No,No,0.065,37,Yes,6471,No,47362,No,84234,10,6,3,7,Yes,Yes,Yes,9,0,13,3,Yes,Yes,Yes
bjackling43@yolasite.com,09/26/2022,ACME,No,No,No,No,No,No,0.4568,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.3047,0.837,0,No,No,0.0,1,Yes,7917,Yes,28325,No,97585,4,3,4,6,No,No,No,5,18,13,7,Yes,Yes,Yes
nstoute44@devhub.com,05/30/2022,ACME,No,Yes,Yes,No,Yes,No,0.9831,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,0.0752,0.5363,0,No,No,0.7172,24,Yes,5708,Yes,34575,Yes,31358,11,4,11,4,Yes,Yes,Yes,20,15,18,14,No,Yes,No
gpenvarne45@businessinsider.com,09/27/2020,ACME,No,Yes,No,Yes,No,No,0.2936,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.4004,0.5458,1,No,Yes,0.7753,57,Yes,9519,Yes,10468,Yes,3164,1,12,4,11,No,Yes,Yes,6,18,11,19,No,Yes,No
aleavey46@sitemeter.com,08/04/2020,ACME,No,No,Yes,No,No,Yes,0.5365,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",0.0389,0.8459,5,No,Yes,0.4419,62,No,1981,Yes,39389,No,77112,12,4,10,7,No,Yes,No,0,20,20,15,Yes,No,Yes
cmclugaish47@yelp.com,01/24/2021,BCME,No,Yes,Yes,No,No,Yes,0.6641,In congue. Etiam justo. Etiam pretium iaculis justo.,0.1293,0.3803,0,Yes,Yes,0.0835,10,No,9149,Yes,37729,Yes,15529,8,6,4,7,Yes,No,No,18,14,2,6,No,Yes,No
brosenschein48@nbcnews.com,12/23/2021,BCME,No,No,No,Yes,Yes,No,0.7575,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0.1699,0.4172,3,No,No,0.8682,75,Yes,4373,Yes,81875,Yes,69251,7,11,3,12,Yes,Yes,No,6,7,6,12,No,No,No
sofener49@wordpress.com,10/24/2021,BCME,Yes,No,Yes,No,No,No,0.9751,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.6831,0.5901,5,No,Yes,0.0884,85,No,2340,Yes,41432,No,23902,6,10,8,6,Yes,Yes,No,4,8,12,9,No,No,No
vwhiskerd4a@bloglovin.com,01/30/2021,ACME,No,Yes,No,Yes,Yes,No,0.0771,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",0.0879,0.3086,2,Yes,Yes,0.4729,87,No,341,Yes,50903,No,19907,0,1,4,8,No,No,Yes,13,12,13,5,Yes,No,No
jwheatcroft4b@privacy.gov.au,08/28/2020,BCME,No,No,Yes,Yes,No,Yes,0.7118,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",0.7089,0.8687,2,No,No,0.5571,29,Yes,9141,No,19394,Yes,49355,0,2,4,10,No,No,Yes,4,19,14,4,Yes,No,No
scattermole4c@example.com,05/14/2022,CCME,Yes,Yes,Yes,No,Yes,No,0.9243,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",0.8155,0.2187,1,Yes,No,0.1566,16,No,6537,No,23712,No,93610,0,5,9,4,Yes,Yes,No,17,1,10,11,No,Yes,No
lwimsett4d@hugedomains.com,12/29/2020,BCME,Yes,No,No,No,Yes,Yes,0.0897,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",0.2678,0.1712,2,No,No,0.6791,51,No,8502,Yes,43808,Yes,53071,9,12,7,5,No,No,Yes,9,1,17,14,Yes,No,Yes
